Nom Station;station_id;dh_utc;dh_utc_heure;proba_pluie;prediction;temperature_degC;humidite_%;pression_hPa;vent_moyen_km/h;pluie_1h_mm;alerte;Interpretation;Probabilite
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 08:00;08:00:00;5,31E-05;0;12,9;78;1025;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/04/2026 08:00;08:00:00;0,000137976;0;12,6;83;1019,8;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 09:00;09:00:00;5,98E-05;0;14,3;74;1025,4;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/04/2026 09:00;09:00:00;6,24E-05;0;15,3;76;1020,1;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 10:00;10:00:00;7,16E-05;0;16,5;68;1025,5;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/04/2026 10:00;10:00:00;4,51E-05;0;17,7;68;1020,3;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 11:00;11:00:00;8,49E-05;0;18,5;62;1025,2;11,3;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;27/04/2026 11:00;11:00:00;3,06E-05;0;19,2;55;1023,2;0,8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;27/04/2026 11:00;11:00:00;4,65E-05;0;20,6;60;1020;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 12:00;12:00:00;5,52E-05;0;19,6;54;1025;11,3;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/04/2026 12:00;12:00:00;7,49E-05;0;22,1;53;1019,7;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 13:00;13:00:00;8,80E-05;0;20,4;46;1025;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/04/2026 13:00;13:00:00;8,51E-05;0;22,9;43;1019,7;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 14:00;14:00:00;6,31E-05;0;20,9;45;1025;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/04/2026 14:00;14:00:00;7,38E-05;0;22,7;46;1019,7;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 15:00;15:00:00;3,52E-05;0;21,3;43;1024,8;9,7;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;27/04/2026 15:00;15:00:00;6,75E-05;0;22,2;41;1019,6;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 16:00;16:00:00;3,98E-05;0;20,9;43;1024,9;9,7;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;27/04/2026 16:00;16:00:00;8,43E-05;0;22,7;43;1019,6;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 17:00;17:00:00;6,19E-05;0;20,7;45;1025;9,7;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/04/2026 17:00;17:00:00;4,59E-05;0;21,2;47;1019,8;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 18:00;18:00:00;0,000141274;0;20,5;46;1025,2;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/04/2026 18:00;18:00:00;4,85E-05;0;20,4;50;1019,9;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 19:00;19:00:00;3,88E-05;0;19,9;50;1025,5;8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;27/04/2026 19:00;19:00:00;3,16E-05;0;19,5;53;1020,4;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 20:00;20:00:00;4,15E-05;0;19;54;1026,1;8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;27/04/2026 20:00;20:00:00;2,77E-05;0;18;56;1021;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 21:00;21:00:00;8,58E-05;0;17,8;61;1026,6;11,3;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/04/2026 21:00;21:00:00;7,14E-05;0;16,8;64;1021,4;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 22:00;22:00:00;0,000136886;0;16,8;66;1026,9;12,9;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/04/2026 22:00;22:00:00;2,92E-05;0;15,8;69;1021,7;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;27/04/2026 23:00;23:00:00;4,14E-05;0;16,1;66;1027;9,7;0;0;Aucune pluie;0
Paris 20ème - Porte de Vincennes;000EW;27/04/2026 23:00;23:00:00;0,00011845;0;15,7;69;1024,9;0,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;27/04/2026 23:00;23:00:00;2,86E-05;0;14,6;72;1021,9;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 00:00;00:00:00;0,000112081;0;15,2;68;1027;6,4;0;0;Aucune pluie;0,01
Paris 20ème - Porte de Vincennes;000EW;28/04/2026 00:00;00:00:00;1,87E-05;0;15,1;70;1024,8;0,8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;28/04/2026 00:00;00:00:00;0,000154983;0;13,5;77;1021,8;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 01:00;01:00:00;0,000160011;0;14,6;69;1026,7;3,2;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;28/04/2026 01:00;01:00:00;0,000278054;0;12,7;79;1021,5;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 02:00;02:00:00;6,61E-05;0;14,1;70;1026,5;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/04/2026 02:00;02:00:00;0,00018055;0;12;80;1021,3;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 03:00;03:00:00;7,57E-05;0;13,7;70;1026,4;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/04/2026 03:00;03:00:00;0,000203657;0;11,3;82;1021,3;0;0;0;Aucune pluie;0,02
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 04:00;04:00:00;4,01E-05;0;13,4;68;1026,3;4,8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;28/04/2026 04:00;04:00:00;0,0001188;0;10,8;83;1021,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 05:00;05:00:00;3,12E-05;0;13,2;69;1026,4;3,2;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;28/04/2026 05:00;05:00:00;0,000149035;0;10,5;84;1021,3;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 06:00;06:00:00;0,00010576;0;13,4;68;1026,8;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/04/2026 06:00;06:00:00;0,000251891;0;10,7;86;1021,6;0;0;0;Aucune pluie;0,03
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 07:00;07:00:00;0,000106725;0;13,8;67;1027,1;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/04/2026 07:00;07:00:00;0,00011476;0;13,4;79;1021,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 08:00;08:00:00;0,000194698;0;15,9;63;1027,2;3,2;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;28/04/2026 08:00;08:00:00;7,14E-05;0;17,6;65;1021,8;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 09:00;09:00:00;5,46E-05;0;18;57;1027;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/04/2026 09:00;09:00:00;7,36E-05;0;21,4;51;1021,7;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 10:00;10:00:00;3,96E-05;0;20,1;51;1026,9;6,4;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;28/04/2026 10:00;10:00:00;6,41E-05;0;23,7;48;1021,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 11:00;11:00:00;4,65E-05;0;21,5;46;1026,2;6,4;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;28/04/2026 11:00;11:00:00;6,12E-05;0;25,4;41;1020,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 12:00;12:00:00;4,75E-05;0;22,3;45;1025,8;6,4;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;28/04/2026 12:00;12:00:00;0,000102749;0;26,5;46;1020,6;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 13:00;13:00:00;4,94E-05;0;23,4;43;1025,5;4,8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;28/04/2026 13:00;13:00:00;6,53E-05;0;26,8;43;1020,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 14:00;14:00:00;6,90E-05;0;23,7;41;1025,2;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/04/2026 14:00;14:00:00;9,92E-05;0;27,7;36;1019,8;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 15:00;15:00:00;2,79E-05;0;24,1;40;1024,8;4,8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;28/04/2026 15:00;15:00:00;4,76E-05;0;27,7;36;1019,4;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 16:00;16:00:00;8,07E-05;0;23,9;42;1024,5;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/04/2026 16:00;16:00:00;0,000102037;0;26;38;1019,1;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 17:00;17:00:00;5,39E-05;0;24;39;1024,2;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/04/2026 17:00;17:00:00;9,73E-05;0;23,5;41;1018,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 18:00;18:00:00;8,52E-05;0;23,1;40;1024,3;11,3;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/04/2026 18:00;18:00:00;0,000104426;0;22,4;43;1019;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 19:00;19:00:00;9,47E-05;0;22,4;43;1024,5;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/04/2026 19:00;19:00:00;5,95E-05;0;21,5;48;1019,3;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 20:00;20:00:00;4,84E-05;0;21,3;50;1025,2;6,4;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;28/04/2026 20:00;20:00:00;3,07E-05;0;20,8;53;1020;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 21:00;21:00:00;6,88E-05;0;20,3;50;1025,5;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/04/2026 21:00;21:00:00;1,54E-05;0;19,4;54;1020,3;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 22:00;22:00:00;3,64E-05;0;19,5;50;1025,6;8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;28/04/2026 22:00;22:00:00;1,45E-05;0;18,7;55;1020,5;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;28/04/2026 23:00;23:00:00;6,11E-05;0;18,5;52;1025,6;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;28/04/2026 23:00;23:00:00;2,87E-05;0;18,3;53;1020,3;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 00:00;00:00:00;1,66E-05;0;17,7;52;1025,5;4,8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;29/04/2026 00:00;00:00:00;6,00E-05;0;17,2;55;1020,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 01:00;01:00:00;4,71E-05;0;17,1;53;1025,1;6,4;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;29/04/2026 01:00;01:00:00;0,000114579;0;16,1;57;1019,8;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 02:00;02:00:00;1,71E-05;0;16,7;53;1024,8;4,8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;29/04/2026 02:00;02:00:00;8,78E-05;0;15,3;59;1019,6;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 03:00;03:00:00;6,01E-05;0;15,6;58;1024,8;3,2;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 03:00;03:00:00;7,15E-05;0;14,4;63;1019,6;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 04:00;04:00:00;9,75E-05;0;14,8;61;1024,9;3,2;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 04:00;04:00:00;6,00E-05;0;13,4;66;1019,6;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 05:00;05:00:00;4,74E-05;0;14,3;62;1025,1;4,8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;29/04/2026 05:00;05:00:00;4,43E-05;0;12,9;69;1019,8;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 06:00;06:00:00;5,44E-05;0;14,4;62;1025,6;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 06:00;06:00:00;3,16E-05;0;13,6;68;1020,4;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 07:00;07:00:00;7,53E-05;0;15,5;60;1025,7;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 07:00;07:00:00;7,25E-05;0;15,8;62;1020,4;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 08:00;08:00:00;2,65E-05;0;18,1;52;1025,4;3,2;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;29/04/2026 08:00;08:00:00;5,02E-05;0;19,5;54;1020,1;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 09:00;09:00:00;2,97E-05;0;20,8;43;1025,3;3,2;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;29/04/2026 09:00;09:00:00;7,21E-05;0;23,3;46;1019,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 10:00;10:00:00;3,82E-05;0;23,1;36;1025,1;3,2;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;29/04/2026 10:00;10:00:00;8,07E-05;0;26,3;37;1019,8;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 11:00;11:00:00;2,29E-05;0;24,6;34;1024,7;6,4;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;29/04/2026 11:00;11:00:00;4,57E-05;0;27,9;36;1019,2;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 12:00;12:00:00;3,69E-05;0;24,9;32;1024,2;8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;29/04/2026 12:00;12:00:00;7,33E-05;0;28,3;33;1018,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 13:00;13:00:00;7,76E-05;0;25,2;31;1023,8;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 13:00;13:00:00;9,21E-05;0;28,9;28;1018,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 14:00;14:00:00;6,10E-05;0;25,6;30;1023,4;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 14:00;14:00:00;0,000118585;0;29,7;31;1017,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 15:00;15:00:00;6,76E-05;0;26;28;1022,8;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 15:00;15:00:00;8,30E-05;0;29,6;28;1017,6;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 16:00;16:00:00;0,000108626;0;25,6;33;1022,5;9,7;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 16:00;16:00:00;7,67E-05;0;27,7;30;1017,1;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 17:00;17:00:00;4,69E-05;0;25,1;33;1022,1;8;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;29/04/2026 17:00;17:00:00;0,0001017;0;24,8;35;1016,8;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 18:00;18:00:00;5,32E-05;0;24,6;34;1022;8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 18:00;18:00:00;5,02E-05;0;23,6;36;1016,7;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 19:00;19:00:00;0,00016519;0;23,7;34;1022,1;3,2;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;29/04/2026 19:00;19:00:00;3,58E-05;0;22,7;37;1016,9;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 20:00;20:00:00;9,78E-05;0;22,7;35;1022,6;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 20:00;20:00:00;4,19E-05;0;21,4;39;1017,3;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 21:00;21:00:00;0,000119962;0;21,9;38;1022,7;3,2;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 21:00;21:00:00;3,10E-05;0;20,2;41;1017,4;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 22:00;22:00:00;6,05E-05;0;21,2;39;1022,8;3,2;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 22:00;22:00:00;3,32E-05;0;19;44;1017,5;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;29/04/2026 23:00;23:00:00;6,04E-05;0;20,1;43;1022,9;1,6;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;29/04/2026 23:00;23:00:00;3,41E-05;0;17,7;50;1017,7;0;0;0;Aucune pluie;0
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 00:00;00:00:00;2,67E-05;0;19,4;45;1022,8;3,2;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;30/04/2026 00:00;00:00:00;8,45E-05;0;16,8;52;1017,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 01:00;01:00:00;7,88E-05;0;18,7;48;1022,4;1,6;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 01:00;01:00:00;0,000138874;0;15,9;57;1017,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 02:00;02:00:00;5,51E-05;0;17,9;51;1022,3;1,6;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 02:00;02:00:00;9,69E-05;0;14,9;60;1017;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 03:00;03:00:00;7,40E-05;0;17,1;54;1022,5;3,2;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 03:00;03:00:00;6,36E-05;0;14,3;65;1017,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 04:00;04:00:00;0,000129699;0;16,7;57;1022,3;1,6;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 04:00;04:00:00;7,76E-05;0;13,8;68;1017,1;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 05:00;05:00:00;0,000111536;0;16,1;59;1022,4;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 05:00;05:00:00;0,000128917;0;13,3;71;1017,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 06:00;06:00:00;8,67E-05;0;16,7;59;1022,8;1,6;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 06:00;06:00:00;0,000119226;0;13,8;73;1017,6;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 07:00;07:00:00;8,47E-05;0;18,6;53;1022,9;1,6;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 07:00;07:00:00;9,67E-05;0;17,2;60;1017,7;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 08:00;08:00:00;5,69E-05;0;20,9;44;1022,8;3,2;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 08:00;08:00:00;9,38E-05;0;22,1;50;1017,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 09:00;09:00:00;6,48E-05;0;22,4;43;1022,8;3,2;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 09:00;09:00:00;0,000110214;0;25,6;43;1017,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 10:00;10:00:00;7,86E-05;0;23,8;42;1022,7;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 10:00;10:00:00;7,54E-05;0;28,8;40;1017,4;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 11:00;11:00:00;4,97E-05;0;25,2;37;1022,3;6,4;0;0;Aucune pluie;0
Paris 16ème - Trocadéro;ME098;30/04/2026 11:00;11:00:00;5,92E-05;0;30,2;33;1016,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 12:00;12:00:00;0,000110128;0;26;33;1021,8;9,7;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 12:00;12:00:00;5,26E-05;0;30,6;31;1016,4;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 13:00;13:00:00;5,14E-05;0;26,4;32;1021,3;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 13:00;13:00:00;6,77E-05;0;31,6;30;1015,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 14:00;14:00:00;6,54E-05;0;27,2;26;1020,6;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 14:00;14:00:00;9,15E-05;0;31,3;28;1015,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 15:00;15:00:00;0,000179401;0;27,9;29;1019,8;6,4;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;30/04/2026 15:00;15:00:00;6,45E-05;0;32,2;25;1014,4;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 16:00;16:00:00;0,000112362;0;28,1;31;1019,5;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 16:00;16:00:00;0,000106909;0;30,4;28;1014,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 17:00;17:00:00;9,80E-05;0;27,8;32;1019,2;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 17:00;17:00:00;0,000127832;0;27,2;34;1013,9;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 18:00;18:00:00;0,000117553;0;27,1;34;1019;6,4;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 18:00;18:00:00;8,15E-05;0;25,9;35;1013,7;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 19:00;19:00:00;9,91E-05;0;26,1;37;1019,2;4,8;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 19:00;19:00:00;8,34E-05;0;25;40;1014;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 20:00;20:00:00;0,000189616;0;24,9;40;1019,4;1,6;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;30/04/2026 20:00;20:00:00;8,27E-05;0;23,5;44;1014,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 21:00;21:00:00;0,000161268;0;23,8;45;1019,4;1,6;0;0;Aucune pluie;0,02
Paris 16ème - Trocadéro;ME098;30/04/2026 21:00;21:00:00;6,52E-05;0;21,6;49;1014,2;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 22:00;22:00:00;0,000107481;0;22,7;48;1019,6;0;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 22:00;22:00:00;6,49E-05;0;20;54;1014,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;30/04/2026 23:00;23:00:00;7,96E-05;0;21,6;52;1019,7;0;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;30/04/2026 23:00;23:00:00;5,91E-05;0;18,6;60;1014,5;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/05/2026 00:00;00:00:00;5,31E-05;0;21,1;55;1019,5;0;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/05/2026 00:00;00:00:00;6,74E-05;0;17,7;65;1014,3;0;0;0;Aucune pluie;0,01
Paris 6ème - Saint Germain des Prés;000CT;01/05/2026 01:00;01:00:00;0,000102381;0;20,4;58;1019,2;0;0;0;Aucune pluie;0,01
Paris 16ème - Trocadéro;ME098;01/05/2026 01:00;01:00:00;0,000184195;0;16,9;68;1014,1;0;0;0;Aucune pluie;0,02
