station_id;dh_utc;temperature_degC;pression_hPa;humidite_%;point_de_rosee_degC;vent_moyen_km/h;vent_direction_deg;pluie_1h_mm;pleut_il
000CT;2025-11-04 04:00:00;11.1;1021.2;87.0;9.0;4.8;163.0;0.0;0
000CT;2025-11-04 05:00:00;10.4;1021.0;88.0;8.5;6.4;165.0;0.0;0
000CT;2025-11-04 06:00:00;10.2;1020.9;88.0;8.3;4.8;127.0;0.0;0
000CT;2025-11-04 07:00:00;10.0;1020.5;89.0;8.3;6.4;165.0;0.0;0
000CT;2025-11-04 08:00:00;10.2;1020.1;88.0;8.3;8.0;135.0;0.0;0
000CT;2025-11-04 09:00:00;10.6;1019.9;85.0;8.1;9.7;124.0;0.0;0
000CT;2025-11-04 10:00:00;11.7;1019.9;81.0;8.6;9.7;163.0;0.0;0
000CT;2025-11-04 11:00:00;13.3;1019.4;76.0;9.2;8.0;142.0;0.0;0
000CT;2025-11-04 12:00:00;15.3;1018.4;69.0;9.6;4.8;157.0;0.0;0
000CT;2025-11-04 13:00:00;15.7;1017.8;65.0;9.1;8.0;158.0;0.0;0
000CT;2025-11-04 14:00:00;17.3;1017.4;62.0;9.9;3.2;178.0;0.0;0
000CT;2025-11-04 15:00:00;18.2;1017.0;55.0;9.0;6.4;155.0;0.0;0
000CT;2025-11-04 16:00:00;17.3;1016.8;61.0;9.7;8.0;154.0;0.0;0
000CT;2025-11-04 17:00:00;16.3;1016.7;68.0;10.4;6.4;186.0;0.0;0
000CT;2025-11-04 18:00:00;15.7;1017.2;70.0;10.2;6.4;160.0;0.0;0
000CT;2025-11-04 19:00:00;15.2;1017.3;72.0;10.2;4.8;155.0;0.0;0
000CT;2025-11-04 20:00:00;15.3;1017.6;68.0;9.5;6.4;170.0;0.0;0
000CT;2025-11-04 21:00:00;15.0;1017.5;68.0;9.1;6.4;177.0;0.0;0
000CT;2025-11-04 22:00:00;14.6;1017.3;70.0;9.1;4.8;169.0;0.0;0
000CT;2025-11-04 23:00:00;14.6;1017.3;71.0;9.4;1.6;157.0;0.0;0
000CT;2025-11-05 00:00:00;13.9;1017.2;72.0;8.9;3.2;137.0;0.0;0
000CT;2025-11-05 01:00:00;13.7;1016.9;73.0;8.9;3.2;178.0;0.0;0
000CT;2025-11-05 02:00:00;13.7;1016.9;73.0;9.0;4.8;171.0;0.0;0
000CT;2025-11-05 03:00:00;13.0;1016.5;75.0;8.7;6.4;155.0;0.0;0
000CT;2025-11-05 04:00:00;12.7;1016.4;75.0;8.3;4.8;160.0;0.0;0
000CT;2025-11-05 05:00:00;12.5;1016.2;75.0;8.2;6.4;155.0;0.0;0
000CT;2025-11-05 06:00:00;12.2;1015.8;75.0;7.9;6.4;137.0;0.0;0
000CT;2025-11-05 07:00:00;12.3;1016.2;74.0;7.8;6.4;134.0;0.0;0
000CT;2025-11-05 08:00:00;12.7;1016.1;71.0;7.6;6.4;151.0;0.0;0
000CT;2025-11-05 09:00:00;13.4;1015.4;67.0;7.4;9.7;134.0;0.0;0
000CT;2025-11-05 10:00:00;15.4;1015.1;62.0;8.1;8.0;115.0;0.0;0
000CT;2025-11-05 11:00:00;16.3;1014.3;59.0;8.3;6.4;101.0;0.0;0
000CT;2025-11-05 12:00:00;16.7;1013.6;60.0;8.9;6.4;42.0;0.0;0
000CT;2025-11-05 13:00:00;17.3;1013.2;59.0;9.2;6.4;116.0;0.0;0
000CT;2025-11-05 14:00:00;18.6;1012.6;56.0;9.6;6.4;102.0;0.0;0
000CT;2025-11-05 15:00:00;17.8;1012.0;59.0;9.7;8.0;171.0;0.0;0
000CT;2025-11-05 16:00:00;17.4;1010.9;61.0;9.8;8.0;121.0;0.0;0
000CT;2025-11-05 17:00:00;17.1;1011.2;63.0;10.0;8.0;105.0;0.0;0
000CT;2025-11-05 18:00:00;16.8;1011.4;63.0;9.7;8.0;150.0;0.0;0
000CT;2025-11-05 19:00:00;16.1;1010.9;66.0;9.8;4.8;146.0;0.0;0
000CT;2025-11-05 20:00:00;15.6;1010.7;69.0;9.9;3.2;149.0;0.0;0
000CT;2025-11-05 21:00:00;15.3;1010.5;71.0;10.1;3.2;137.0;0.0;0
000CT;2025-11-05 22:00:00;15.1;1010.3;71.0;9.9;6.4;103.0;0.0;0
000CT;2025-11-05 23:00:00;14.8;1010.0;73.0;10.0;4.8;154.0;0.0;0
000CT;2025-11-06 00:00:00;14.8;1010.1;73.0;10.0;1.6;165.0;0.0;0
000CT;2025-11-06 01:00:00;14.3;1009.7;75.0;10.0;3.2;104.0;0.0;0
000CT;2025-11-06 02:00:00;14.1;1009.5;76.0;9.9;4.8;136.0;0.0;0
000CT;2025-11-06 03:00:00;14.0;1009.5;76.0;9.8;4.8;158.0;0.0;0
000CT;2025-11-06 04:00:00;13.8;1009.6;77.0;9.8;4.8;168.0;0.0;0
000CT;2025-11-06 05:00:00;13.6;1009.9;78.0;9.8;6.4;182.0;0.0;0
000CT;2025-11-06 06:00:00;13.8;1009.6;78.0;10.1;4.8;161.0;0.0;0
000CT;2025-11-06 07:00:00;14.2;1009.7;78.0;10.4;3.2;164.0;0.0;0
000CT;2025-11-06 08:00:00;14.4;1010.0;78.0;10.7;3.2;194.0;0.0;0
000CT;2025-11-06 09:00:00;15.1;1009.9;78.0;11.2;3.2;181.0;0.0;0
000CT;2025-11-06 10:00:00;15.3;1009.9;80.0;11.8;4.8;194.0;0.0;0
000CT;2025-11-06 11:00:00;14.8;1009.9;85.0;12.3;4.8;185.0;0.0;0
000CT;2025-11-06 12:00:00;14.8;1009.8;88.0;12.8;4.8;179.0;0.2;1
000CT;2025-11-06 13:00:00;14.7;1009.3;89.0;12.9;4.8;134.0;0.6;1
000CT;2025-11-06 14:00:00;14.7;1009.1;89.0;12.9;3.2;161.0;0.0;0
000CT;2025-11-06 15:00:00;14.8;1008.7;89.0;13.0;6.4;128.0;0.0;0
000CT;2025-11-06 16:00:00;14.8;1008.8;88.0;12.8;4.8;178.0;0.0;0
000CT;2025-11-06 17:00:00;14.9;1009.3;88.0;12.9;4.8;134.0;0.0;0
000CT;2025-11-06 18:00:00;14.9;1009.4;88.0;12.9;4.8;150.0;0.0;0
000CT;2025-11-06 19:00:00;15.1;1009.8;87.0;13.0;4.8;130.0;0.0;0
000CT;2025-11-06 20:00:00;14.8;1009.6;87.0;12.7;4.8;162.0;0.0;0
000CT;2025-11-06 21:00:00;14.7;1009.6;87.0;12.5;1.6;75.0;0.0;0
000CT;2025-11-06 22:00:00;14.3;1009.5;88.0;12.3;0.0;136.0;0.0;0
000CT;2025-11-07 00:00:00;13.4;1009.7;89.0;11.6;4.8;130.0;0.0;0
000CT;2025-11-07 01:00:00;12.6;1009.2;89.0;10.8;4.8;159.0;0.0;0
000CT;2025-11-07 02:00:00;12.1;1008.9;89.0;10.4;4.8;184.0;0.0;0
000CT;2025-11-07 03:00:00;11.9;1008.6;89.0;10.1;3.2;126.0;0.0;0
000CT;2025-11-07 04:00:00;11.4;1008.7;88.0;9.5;4.8;163.0;0.0;0
000CT;2025-11-07 05:00:00;11.1;1008.9;88.0;9.2;3.2;192.0;0.0;0
000CT;2025-11-07 06:00:00;11.1;1009.0;87.0;9.0;4.8;152.0;0.0;0
000CT;2025-11-07 07:00:00;11.2;1009.6;88.0;9.3;1.6;147.0;0.0;0
000CT;2025-11-07 08:00:00;11.0;1010.2;90.0;9.4;4.8;130.0;0.0;0
000CT;2025-11-07 09:00:00;11.3;1010.7;90.0;9.8;6.4;144.0;0.0;0
000CT;2025-11-07 10:00:00;12.1;1010.6;91.0;10.7;6.4;122.0;0.0;0
000CT;2025-11-07 11:00:00;13.0;1010.5;89.0;11.2;6.4;214.0;0.0;0
000CT;2025-11-07 12:00:00;13.8;1010.1;86.0;11.5;4.8;186.0;0.0;0
000CT;2025-11-07 13:00:00;14.3;1009.8;82.0;11.3;6.4;175.0;0.0;0
000CT;2025-11-07 14:00:00;14.3;1010.0;82.0;11.2;8.0;175.0;0.0;0
000CT;2025-11-07 15:00:00;14.2;1010.2;81.0;11.0;4.8;165.0;0.0;0
000CT;2025-11-07 16:00:00;14.3;1010.6;81.0;11.1;6.4;213.0;0.0;0
000CT;2025-11-07 17:00:00;13.8;1010.5;83.0;11.0;4.8;152.0;0.0;0
000CT;2025-11-07 18:00:00;14.1;1010.9;83.0;11.3;4.8;138.0;0.0;0
000CT;2025-11-07 19:00:00;13.8;1011.0;85.0;11.3;3.2;186.0;0.0;0
000CT;2025-11-07 20:00:00;13.8;1011.1;85.0;11.3;4.8;183.0;0.0;0
000CT;2025-11-07 21:00:00;13.5;1011.4;85.0;11.0;3.2;167.0;0.0;0
000CT;2025-11-07 22:00:00;13.0;1011.5;86.0;10.7;4.8;164.0;0.0;0
000CT;2025-11-07 23:00:00;12.5;1011.6;88.0;10.6;6.4;181.0;0.0;0
000CT;2025-11-08 00:00:00;12.3;1011.8;88.0;10.4;3.2;170.0;0.0;0
000CT;2025-11-08 01:00:00;12.1;1011.8;88.0;10.1;4.8;170.0;0.0;0
000CT;2025-11-08 02:00:00;11.9;1012.0;89.0;10.2;1.6;112.0;0.0;0
000CT;2025-11-08 03:00:00;11.8;1012.0;89.0;10.0;3.2;182.0;0.0;0
000CT;2025-11-08 04:00:00;11.7;1012.1;89.0;10.0;3.2;122.0;0.0;0
000CT;2025-11-08 05:00:00;11.7;1012.6;89.0;9.9;1.6;149.0;0.0;0
000CT;2025-11-08 06:00:00;11.6;1012.8;89.0;9.8;1.6;142.0;0.0;0
000CT;2025-11-08 07:00:00;11.8;1013.6;89.0;10.0;3.2;140.0;0.0;0
000CT;2025-11-08 08:00:00;11.9;1014.6;89.0;10.2;1.6;201.0;0.2;1
000CT;2025-11-08 09:00:00;12.0;1015.1;90.0;10.4;1.6;175.0;0.0;0
000CT;2025-11-08 10:00:00;12.2;1015.6;91.0;10.8;1.6;178.0;0.6;1
000CT;2025-11-08 11:00:00;12.7;1016.1;92.0;11.4;0.0;176.0;0.0;0
000CT;2025-11-08 12:00:00;13.3;1016.1;91.0;11.8;4.8;340.0;0.0;0
000CT;2025-11-08 13:00:00;13.9;1016.2;87.0;11.8;8.0;333.0;0.0;0
000CT;2025-11-08 14:00:00;14.4;1016.5;82.0;11.4;6.4;319.0;0.0;0
000CT;2025-11-08 15:00:00;14.4;1016.8;79.0;10.8;6.4;16.0;0.0;0
000CT;2025-11-08 16:00:00;14.4;1017.0;77.0;10.5;3.2;329.0;0.0;0
000CT;2025-11-08 17:00:00;14.1;1017.6;81.0;10.9;3.2;302.0;0.0;0
000CT;2025-11-08 18:00:00;13.8;1018.4;82.0;10.8;1.6;300.0;0.0;0
000CT;2025-11-08 19:00:00;13.5;1018.9;83.0;10.7;0.0;279.0;0.0;0
000CT;2025-11-08 20:00:00;13.0;1019.3;83.0;10.2;4.8;265.0;0.0;0
000CT;2025-11-08 21:00:00;12.5;1019.8;84.0;9.9;4.8;293.0;0.0;0
000CT;2025-11-08 22:00:00;12.2;1019.9;85.0;9.8;3.2;281.0;0.0;0
000CT;2025-11-09 00:00:00;11.7;1020.3;87.0;9.6;1.6;279.0;0.0;0
000CT;2025-11-09 01:00:00;11.3;1020.4;88.0;9.4;3.2;276.0;0.0;0
000CT;2025-11-09 02:00:00;11.1;1020.4;89.0;9.3;3.2;302.0;0.0;0
000CT;2025-11-09 03:00:00;10.3;1020.4;89.0;8.5;6.4;302.0;0.2;1
000CT;2025-11-09 04:00:00;9.7;1020.5;91.0;8.3;3.2;298.0;0.0;0
000CT;2025-11-09 05:00:00;9.6;1020.7;92.0;8.3;3.2;282.0;0.0;0
000CT;2025-11-09 06:00:00;9.2;1020.7;92.0;8.0;3.2;230.0;0.0;0
000CT;2025-11-09 07:00:00;8.9;1021.1;93.0;7.8;1.6;334.0;0.0;0
000CT;2025-11-09 08:00:00;8.9;1021.6;93.0;7.9;1.6;295.0;0.0;0
000CT;2025-11-09 09:00:00;9.6;1021.9;93.0;8.5;1.6;308.0;0.0;0
000CT;2025-11-09 10:00:00;9.8;1021.8;92.0;8.6;3.2;145.0;0.0;0
000CT;2025-11-09 11:00:00;9.7;1021.4;92.0;8.5;4.8;180.0;0.0;0
000CT;2025-11-09 12:00:00;10.5;1021.0;92.0;9.3;4.8;155.0;0.0;0
000CT;2025-11-09 13:00:00;11.7;1020.7;88.0;9.7;4.8;156.0;0.0;0
000CT;2025-11-09 14:00:00;12.4;1020.3;81.0;9.3;4.8;188.0;0.0;0
000CT;2025-11-09 15:00:00;11.8;1020.1;81.0;8.6;6.4;200.0;0.0;0
000CT;2025-11-09 16:00:00;11.0;1019.8;84.0;8.4;6.4;155.0;0.0;0
000CT;2025-11-09 17:00:00;10.5;1020.0;86.0;8.3;6.4;178.0;0.0;0
000CT;2025-11-09 18:00:00;10.5;1020.1;87.0;8.4;6.4;180.0;0.0;0
000CT;2025-11-09 19:00:00;10.6;1020.0;86.0;8.4;6.4;209.0;0.0;0
000CT;2025-11-09 20:00:00;10.7;1019.6;84.0;8.1;6.4;186.0;0.0;0
000CT;2025-11-09 21:00:00;10.7;1019.2;83.0;7.9;6.4;196.0;0.0;0
000CT;2025-11-09 22:00:00;10.6;1018.9;83.0;7.8;6.4;142.0;0.0;0
000CT;2025-11-10 00:00:00;10.3;1018.0;85.0;7.9;6.4;179.0;0.0;0
000CT;2025-11-10 01:00:00;10.2;1017.4;86.0;7.9;4.8;194.0;0.0;0
000CT;2025-11-10 02:00:00;10.0;1016.8;86.0;7.8;8.0;179.0;0.0;0
000CT;2025-11-10 03:00:00;9.2;1016.3;87.0;7.2;6.4;144.0;0.0;0
000CT;2025-11-10 04:00:00;8.8;1015.8;87.0;6.7;4.8;199.0;0.0;0
000CT;2025-11-10 05:00:00;8.7;1015.3;88.0;6.8;6.4;157.0;0.0;0
000CT;2025-11-10 06:00:00;8.6;1015.0;88.0;6.7;6.4;145.0;0.0;0
000CT;2025-11-10 07:00:00;8.3;1014.8;88.0;6.4;8.0;155.0;0.0;0
000CT;2025-11-10 08:00:00;8.2;1014.6;88.0;6.4;6.4;156.0;0.0;0
000CT;2025-11-10 09:00:00;8.8;1014.3;87.0;6.7;6.4;200.0;0.0;0
000CT;2025-11-10 10:00:00;9.5;1014.1;85.0;7.1;6.4;165.0;0.0;0
000CT;2025-11-10 11:00:00;9.9;1013.4;85.0;7.5;6.4;140.0;0.0;0
000CT;2025-11-10 12:00:00;11.3;1012.4;81.0;8.1;9.7;178.0;0.0;0
000CT;2025-11-10 13:00:00;11.9;1011.8;80.0;8.5;8.0;205.0;0.0;0
000CT;2025-11-10 14:00:00;12.4;1011.3;80.0;9.1;9.7;266.0;0.0;0
000CT;2025-11-10 15:00:00;11.6;1011.0;83.0;8.8;11.3;182.0;0.0;0
000CT;2025-11-10 16:00:00;11.5;1010.9;85.0;9.1;8.0;167.0;0.0;0
000CT;2025-11-10 17:00:00;11.7;1011.4;86.0;9.4;8.0;166.0;0.0;0
000CT;2025-11-10 18:00:00;11.9;1011.9;87.0;9.8;8.0;205.0;0.0;0
000CT;2025-11-10 19:00:00;12.6;1012.1;86.0;10.3;6.4;254.0;0.0;0
000CT;2025-11-10 20:00:00;12.6;1012.5;86.0;10.3;3.2;221.0;0.0;0
000CT;2025-11-10 21:00:00;12.3;1013.1;88.0;10.3;3.2;182.0;0.0;0
000CT;2025-11-10 22:00:00;12.2;1013.6;88.0;10.2;3.2;192.0;0.0;0
000CT;2025-11-10 23:00:00;11.9;1014.0;88.0;10.0;1.6;180.0;0.0;0
000CT;2025-11-11 00:00:00;11.5;1014.3;88.0;9.6;1.6;198.0;0.0;0
000CT;2025-11-11 01:00:00;11.1;1014.7;88.0;9.2;1.6;184.0;0.0;0
000CT;2025-11-11 02:00:00;10.6;1014.7;89.0;8.9;1.6;130.0;0.0;0
000CT;2025-11-11 03:00:00;10.1;1014.6;89.0;8.4;1.6;173.0;0.0;0
000CT;2025-11-11 04:00:00;10.1;1014.7;91.0;8.7;6.4;181.0;0.0;0
000CT;2025-11-11 05:00:00;10.6;1014.7;92.0;9.3;4.8;166.0;0.0;0
000CT;2025-11-11 06:00:00;10.8;1014.4;91.0;9.4;9.7;178.0;0.0;0
000CT;2025-11-11 07:00:00;11.1;1014.9;92.0;9.9;3.2;175.0;0.0;0
000CT;2025-11-11 08:00:00;11.5;1015.5;91.0;10.1;3.2;132.0;0.0;0
000CT;2025-11-11 09:00:00;11.7;1015.3;90.0;10.1;6.4;163.0;0.0;0
000CT;2025-11-11 10:00:00;12.2;1015.2;89.0;10.5;6.4;103.0;0.0;0
000CT;2025-11-11 14:00:00;15.0;1013.3;84.0;12.3;6.4;125.0;0.0;0
000CT;2025-11-11 15:00:00;15.4;1012.8;81.0;12.2;6.4;108.0;0.0;0
000CT;2025-11-11 16:00:00;15.4;1012.8;80.0;12.0;6.4;209.0;0.0;0
000CT;2025-11-11 17:00:00;15.1;1012.6;79.0;11.4;4.8;165.0;0.0;0
000CT;2025-11-11 18:00:00;14.6;1012.8;78.0;10.8;8.0;125.0;0.0;0
000CT;2025-11-11 19:00:00;14.0;1012.4;78.0;10.2;6.4;177.0;0.0;0
000CT;2025-11-11 20:00:00;13.3;1012.2;78.0;9.6;8.0;142.0;0.0;0
000CT;2025-11-11 21:00:00;13.2;1012.3;76.0;9.1;6.4;144.0;0.0;0
000CT;2025-11-11 22:00:00;13.0;1012.2;76.0;8.9;6.4;132.0;0.0;0
000CT;2025-11-11 23:00:00;12.6;1012.2;77.0;8.6;6.4;150.0;0.0;0
000CT;2025-11-12 00:00:00;12.1;1011.9;79.0;8.6;6.4;188.0;0.0;0
000CT;2025-11-12 01:00:00;11.6;1011.8;81.0;8.4;4.8;145.0;0.0;0
000CT;2025-11-12 02:00:00;11.1;1011.8;81.0;8.0;4.8;129.0;0.0;0
000CT;2025-11-12 03:00:00;10.7;1011.9;82.0;7.8;4.8;162.0;0.0;0
000CT;2025-11-12 04:00:00;10.6;1011.5;82.0;7.6;4.8;152.0;0.0;0
000CT;2025-11-12 05:00:00;10.1;1011.3;83.0;7.4;3.2;151.0;0.0;0
000CT;2025-11-12 06:00:00;9.9;1011.7;83.0;7.1;6.4;140.0;0.0;0
000CT;2025-11-12 07:00:00;9.9;1011.8;82.0;7.0;6.4;146.0;0.0;0
000CT;2025-11-12 08:00:00;10.2;1012.0;80.0;6.9;6.4;202.0;0.0;0
000CT;2025-11-12 09:00:00;10.8;1012.1;77.0;6.9;6.4;109.0;0.0;0
000CT;2025-11-12 10:00:00;12.1;1011.9;73.0;7.4;6.4;170.0;0.0;0
000CT;2025-11-12 11:00:00;13.4;1011.5;70.0;8.1;6.4;173.0;0.0;0
000CT;2025-11-12 12:00:00;14.6;1011.0;67.0;8.5;4.8;172.0;0.0;0
000CT;2025-11-12 13:00:00;15.1;1010.5;68.0;9.2;8.0;196.0;0.0;0
000CT;2025-11-12 14:00:00;15.9;1009.6;67.0;9.8;4.8;181.0;0.0;0
000CT;2025-11-12 15:00:00;16.1;1009.3;68.0;10.1;6.4;142.0;0.0;0
000CT;2025-11-12 16:00:00;15.7;1008.9;72.0;10.6;4.8;92.0;0.0;0
000CT;2025-11-12 17:00:00;15.2;1008.8;75.0;10.8;6.4;138.0;0.0;0
000CT;2025-11-12 18:00:00;15.1;1009.0;76.0;10.9;6.4;157.0;0.0;0
000CT;2025-11-12 19:00:00;14.8;1008.8;77.0;10.8;1.6;117.0;0.0;0
000CT;2025-11-12 20:00:00;14.9;1009.0;77.0;10.9;3.2;138.0;0.0;0
000CT;2025-11-12 21:00:00;14.8;1009.1;77.0;10.8;6.4;131.0;0.0;0
000CT;2025-11-12 22:00:00;14.7;1009.2;77.0;10.7;1.6;203.0;0.0;0
000CT;2025-11-12 23:00:00;14.5;1009.4;76.0;10.3;6.4;190.0;0.0;0
000CT;2025-11-13 00:00:00;14.3;1009.8;77.0;10.4;9.7;191.0;0.0;0
000CT;2025-11-13 01:00:00;14.3;1009.7;76.0;10.2;6.4;202.0;0.0;0
000CT;2025-11-13 02:00:00;14.4;1010.3;76.0;10.2;3.2;180.0;0.0;0
000CT;2025-11-13 03:00:00;13.9;1010.6;77.0;10.0;3.2;172.0;0.0;0
000CT;2025-11-13 04:00:00;13.7;1010.8;76.0;9.5;4.8;194.0;0.0;0
000CT;2025-11-13 05:00:00;13.4;1010.9;76.0;9.3;4.8;175.0;0.0;0
000CT;2025-11-13 06:00:00;12.8;1010.8;78.0;9.1;6.4;174.0;0.0;0
000CT;2025-11-13 07:00:00;12.8;1011.4;78.0;9.0;6.4;191.0;0.0;0
000CT;2025-11-13 08:00:00;12.8;1012.3;79.0;9.3;4.8;171.0;0.0;0
000CT;2025-11-13 09:00:00;14.2;1012.8;75.0;9.8;6.4;178.0;0.0;0
000CT;2025-11-13 10:00:00;15.7;1013.0;70.0;10.2;6.4;161.0;0.0;0
000CT;2025-11-13 11:00:00;16.2;1012.9;69.0;10.5;4.8;161.0;0.0;0
000CT;2025-11-13 12:00:00;16.4;1012.3;70.0;10.9;3.2;137.0;0.0;0
000CT;2025-11-13 13:00:00;16.9;1011.8;68.0;11.0;4.8;138.0;0.0;0
000CT;2025-11-13 14:00:00;17.3;1011.3;69.0;11.5;3.2;65.0;0.0;0
000CT;2025-11-13 15:00:00;18.0;1011.3;68.0;12.0;1.6;135.0;0.0;0
000CT;2025-11-13 16:00:00;17.7;1010.8;70.0;12.2;1.6;96.0;0.0;0
000CT;2025-11-13 17:00:00;17.6;1010.6;71.0;12.3;1.6;142.0;0.0;0
000CT;2025-11-13 18:00:00;17.5;1010.1;72.0;12.4;6.4;157.0;0.0;0
000CT;2025-11-13 19:00:00;17.4;1009.6;71.0;12.1;3.2;145.0;0.0;0
000CT;2025-11-13 20:00:00;17.2;1009.2;71.0;11.9;4.8;138.0;0.0;0
000CT;2025-11-13 21:00:00;17.1;1008.9;71.0;11.8;3.2;130.0;0.0;0
000CT;2025-11-13 22:00:00;16.9;1008.1;71.0;11.6;4.8;132.0;0.0;0
000CT;2025-11-13 23:00:00;17.1;1007.7;70.0;11.5;3.2;178.0;0.0;0
000CT;2025-11-14 00:00:00;16.8;1007.5;70.0;11.3;1.6;129.0;0.0;0
000CT;2025-11-14 01:00:00;16.7;1007.3;69.0;11.0;3.2;163.0;0.0;0
000CT;2025-11-14 02:00:00;16.7;1006.9;67.0;10.6;6.4;169.0;0.0;0
000CT;2025-11-14 03:00:00;16.8;1006.2;65.0;10.2;4.8;186.0;0.0;0
000CT;2025-11-14 04:00:00;16.9;1006.0;63.0;9.8;3.2;144.0;0.0;0
000CT;2025-11-14 05:00:00;16.9;1006.0;62.0;9.6;4.8;188.0;0.0;0
000CT;2025-11-14 06:00:00;16.2;1005.9;70.0;10.7;4.8;142.0;0.0;0
000CT;2025-11-14 07:00:00;16.0;1005.5;73.0;11.2;6.4;143.0;0.0;0
000CT;2025-11-14 08:00:00;16.4;1005.7;71.0;11.1;3.2;177.0;0.0;0
000CT;2025-11-14 09:00:00;16.4;1005.4;70.0;11.0;4.8;134.0;0.0;0
000CT;2025-11-14 10:00:00;17.1;1005.4;68.0;11.1;8.0;225.0;0.0;0
000CT;2025-11-14 11:00:00;17.6;1004.8;68.0;11.6;4.8;156.0;0.0;0
000CT;2025-11-14 12:00:00;18.1;1004.7;67.0;11.8;6.4;152.0;0.0;0
000CT;2025-11-14 13:00:00;18.8;1003.9;66.0;12.3;4.8;138.0;0.0;0
000CT;2025-11-14 14:00:00;19.9;1003.8;62.0;12.4;8.0;186.0;0.0;0
000CT;2025-11-14 15:00:00;19.6;1003.6;62.0;12.1;8.0;174.0;0.0;0
000CT;2025-11-14 16:00:00;19.2;1003.4;65.0;12.4;4.8;148.0;0.0;0
000CT;2025-11-14 17:00:00;18.8;1004.3;67.0;12.6;4.8;128.0;0.0;0
000CT;2025-11-14 18:00:00;18.1;1004.7;72.0;12.9;8.0;153.0;0.0;0
000CT;2025-11-14 19:00:00;17.3;1005.1;74.0;12.7;8.0;163.0;0.0;0
000CT;2025-11-14 20:00:00;16.8;1005.3;77.0;12.8;8.0;168.0;0.0;0
000CT;2025-11-14 21:00:00;16.4;1006.1;79.0;12.8;8.0;177.0;0.0;0
000CT;2025-11-14 22:00:00;15.9;1006.4;81.0;12.6;8.0;188.0;0.0;0
000CT;2025-11-14 23:00:00;15.5;1007.1;83.0;12.6;6.4;205.0;0.0;0
000CT;2025-11-15 00:00:00;15.2;1007.7;83.0;12.4;6.4;185.0;0.0;0
000CT;2025-11-15 01:00:00;14.7;1007.4;85.0;12.2;4.8;183.0;0.0;0
000CT;2025-11-15 02:00:00;14.3;1007.6;86.0;12.0;6.4;170.0;0.0;0
000CT;2025-11-15 03:00:00;14.1;1007.6;87.0;11.9;4.8;170.0;0.0;0
000CT;2025-11-15 04:00:00;13.8;1007.9;87.0;11.7;3.2;172.0;0.0;0
000CT;2025-11-15 05:00:00;13.8;1007.8;87.0;11.7;3.2;181.0;0.0;0
000CT;2025-11-15 06:00:00;13.9;1008.1;87.0;11.8;3.2;159.0;0.0;0
000CT;2025-11-15 07:00:00;13.8;1008.1;88.0;11.8;1.6;147.0;0.0;0
000CT;2025-11-15 08:00:00;13.5;1008.7;89.0;11.7;1.6;92.0;0.0;0
000CT;2025-11-15 09:00:00;14.2;1009.1;87.0;12.0;3.2;142.0;0.0;0
000CT;2025-11-15 10:00:00;14.6;1009.2;84.0;11.9;4.8;115.0;0.0;0
000CT;2025-11-15 11:00:00;15.1;1008.5;82.0;12.0;0.0;159.0;0.0;0
000CT;2025-11-15 12:00:00;14.7;1008.2;83.0;11.8;4.8;182.0;0.0;0
000CT;2025-11-15 13:00:00;14.7;1008.5;83.0;11.8;3.2;191.0;0.0;0
000CT;2025-11-15 14:00:00;14.1;1008.5;86.0;11.7;4.8;209.0;0.0;0
000CT;2025-11-15 15:00:00;13.3;1008.9;88.0;11.4;4.8;138.0;0.8;1
000CT;2025-11-15 16:00:00;13.1;1009.1;90.0;11.5;3.2;222.0;2.4;1
000CT;2025-11-15 17:00:00;12.9;1009.2;90.0;11.3;4.8;167.0;0.4;1
000CT;2025-11-15 18:00:00;12.7;1009.5;90.0;11.1;6.4;165.0;0.0;0
000CT;2025-11-15 19:00:00;12.8;1009.4;90.0;11.2;3.2;171.0;0.0;0
000CT;2025-11-15 20:00:00;13.0;1009.4;90.0;11.4;3.2;173.0;0.0;0
000CT;2025-11-15 21:00:00;13.1;1009.4;89.0;11.3;1.6;127.0;0.0;0
000CT;2025-11-15 22:00:00;13.1;1009.5;89.0;11.3;1.6;120.0;0.0;0
000CT;2025-11-16 00:00:00;12.8;1009.2;89.0;11.0;3.2;86.0;0.0;0
000CT;2025-11-16 01:00:00;12.5;1008.7;89.0;10.7;0.0;74.0;0.0;0
000CT;2025-11-16 02:00:00;12.3;1008.4;89.0;10.6;1.6;168.0;0.0;0
000CT;2025-11-16 03:00:00;11.9;1008.2;90.0;10.3;3.2;148.0;0.0;0
000CT;2025-11-16 04:00:00;11.7;1008.1;91.0;10.3;1.6;172.0;0.0;0
000CT;2025-11-16 05:00:00;10.9;1007.9;92.0;9.6;1.6;153.0;0.0;0
000CT;2025-11-16 06:00:00;10.7;1008.0;93.0;9.6;1.6;134.0;0.0;0
000CT;2025-11-16 07:00:00;10.8;1008.0;93.0;9.7;3.2;13.0;0.0;0
000CT;2025-11-16 08:00:00;9.8;1008.3;93.0;8.7;8.0;23.0;0.0;0
000CT;2025-11-16 09:00:00;10.1;1008.3;94.0;9.1;4.8;16.0;0.0;0
000CT;2025-11-16 10:00:00;10.3;1008.6;94.0;9.4;4.8;24.0;0.0;0
000CT;2025-11-16 11:00:00;10.8;1008.6;94.0;9.9;6.4;5.0;0.0;0
000CT;2025-11-16 12:00:00;11.0;1008.7;92.0;9.7;8.0;355.0;0.0;0
